title,year,mileage,transmission,fuel,body_color,inside_color,body_status,description,body_type,volume,engine,acceleration,price
پژو، 405,1393,"100,000 km",دنده ای,9 لیتر در صد کیلومتر,نقره ای,کرم,کاپوت تعویض,"ماشین سالم و خانگی 
سند دسته اول 
کاپوت و گلگیر تعویضه ولی شاسی سالمه 
 زاپاس و دزدگیر 
بیمه شخص ثالث ۹ ماه 
بیمه بدنه داره",passenger_car,1.8 لیتر,4 سیلندر L3,11 ثانیه,"300,000,000"
ولوو، XC90,2017,"60,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,آر دیزاین با سیستم صوتی باورز،بدنه بدون توضیح,crossover,2 لیتر,4 سیلندر توربوشارژ و سوپرشارژ T6,6.9 ثانیه,"10,600,000,000"
سمند، سورن,1403,"5,000 km",دنده ای,7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"ماشین دارای کارت طلایی پلاس می باشد.
روکش صندلی و کفی سه بعدی براش انداختم.
شیشه های دودی و گارانتی فعال می باشد.
خوش رکاب و خوش سفره.
سواری عالی داره و موتورش قدرتمنده.",passenger_car,1.8 لیتر,4 سیلندر XU7P,13 ثانیه,"655,000,000"
آریسان، دوگانه سوز,1399,"41,500 km",دنده ای,9.2 لیتر در صد کیلومتر,سفید,مشکی,صافکاری بدون رنگ,خط و خش و لیسه جزئی. بسیار سالم.موتور و گیربکس بی صدا و کاملا سالم. تقریبا بار زده نشده با ماشین. باربند دارد. شاسی عقب جلو کاملا سالم. دوگانه شرکتی. عملکرد عالی روی گاز و بنزین. ماشین بدون لرزش و صدای اضافی. کفی بسیار سالم. زاپاس. کیف ابزار. فروش فقط به مصرف کننده و نقد.,pickup,1.7 لیتر,4 سیلندر دوگانه سوز (OHV G2),12.7 ثانیه,"345,000,000"
بنز، کلاس E,2012,"114,000 km",اتوماتیک,7 لیتر در صد کیلومتر,سفید,شتری,بدون رنگ,بدون کوچکترین زدگی،،دوبرگ سند،160میلیون فاکتور مصرفی به روز،سنسور جلو عقب،دیجیتال ردیف دوم،رادار نقطه کور،رادار بین خطوط،ویبره فرمان،وکیوم کمربند،صندوق برقی,passenger_car,3.5 لیتر,6 سیلندر,7.1 ثانیه,"8,100,000,000"
بسترن، B50F,1396,"190,000 km",اتوماتیک,8.6 لیتر در صد کیلومتر,بژ,کرم,دو لکه رنگ,فنى موتور گیربکس سالم با برگه کارشناسى شاسى جلو عقب پلمب,passenger_car,1.8 لیتر,4 سیلندر,10.1 ثانیه,"750,000,000"
پژو، 206,1396,66 km,دنده ای,6.4 لیتر در صد کیلومتر,گیلاسی,مشکی,دو لکه رنگ,فنی و بدنه سالم کیلومتر واقعی یکسال بیمه,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"380,000,000"
پژو، پارس,1399,"70,000 km",دنده ای,9.1 لیتر در صد کیلومتر,سفید,کرم,بدون رنگ," بدونه ترک بدونه جوش
ماشین کاملا خونگی بوده 
کولر و بخاری سالم 
موتوری به شرط
توضیحات کامل",passenger_car,1.8 لیتر,4 سیلندر XU7,11 ثانیه,"520,000,000"
دوو، سیلو,1379,"28,000 km",دنده ای,6.3 لیتر در صد کیلومتر,بژ,خاکستری,بدون رنگ,"آفتاب سوختگی دارد
جلو و عقب پلمپ
لاستیک های جلو نو
لاستیک عقب ۵۰درصد
بیمه ۱۲ ماه مانده
فنی سالم بدون کوچکترین ایراد",passenger_car,1.5 لیتر,4 سیلندر MPFI,12.5 ثانیه,"195,000,000"
رنو، ساندرو,1397,"80,000 km",اتوماتیک,8.3 لیتر در صد کیلومتر,ذغالی,مشکی,گلگیر رنگ,سند تک برگ،‌تمامی سرویس ها هر ۵۰۰۰ تا انجام شده و موارد مصرفی مثل باطری و وایر و تسمه تایم سر ۷۰۰۰۰ تا تعویض شده،‌غیر از لاستیک های سالم ماشین ۲ حلقه لاستیک صفر نیز دارد. فنی کاملا سالم،‌بدلیل ساییدگی حین پارک کردن کنار گلگیر ها لکه دارد که یک طرف کمی‌رنگ شده.,hatchback,1.6 لیتر,4 سیلندر,11.5 ثانیه,"890,000,000"
بنز، کلاس C,2013,"133,000 km",اتوماتیک,6.9 لیتر در صد کیلومتر,قهوه ای,مشکی,دو لکه رنگ, فول کامل کیلس چهار درب استاتر مموری دو طرف پرده دور وپرده عقب زنون چرخشی فابریگ کیت ای ام جی فابریک فرمان دی اکو اسپورت سنسو ر جلو عقب اینه تاشو برقی,passenger_car,1.8 لیتر,4 سیلندر توربوشارژ,7.8 ثانیه,"4,600,000,000"
پژو، 207,1401,"70,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,فرمان برقی بیمه بدنه و ثالث یک سال کامل,hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"645,000,000"
پژو، 207,1399,"104,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"دارای فرمون برقی 
کروز کنترل 
فوق العاده سالم 
شیشه دودی و کف پوش سه بُعدی 
مصرف کننده تماس بگیرید",hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"600,000,000"
فردا، T5,1402,"23,000 km",اتوماتیک,7.4 لیتر در صد کیلومتر,بژ,مشکی,بدون رنگ,,crossover,1.5 لیتر,4 سیلندر توربوشارژ (4J15T),11.8 ثانیه,"1,700,000,000"
تیبا، صندوق دار,1394,"134,000 km",دنده ای,6.9 لیتر در صد کیلومتر,سفید,طوسی,بدون رنگ,"سلام عرض ادب.لطفا اول توضیحات بخونید بعد تماس بگیرین فروش فوری فوری
 فنی سالم بشرط کارشناسی
بیمه ۱سال معاینه فنی ۲ماه
شاستی عقب جلو پلمب آخرین عکس هم مقایسه قیمت وهم برگه کارشناسی هست میتونین ببینین
شتاب فوق العاده عالی
لاستیک جلو تازه انداختم عقب هم ۹۰درصد.پارسال برج۱۱جلو بندی تعمیر شده و باطری تازه انداختم.لنت جلو عقب تازه تعویض شده. واقعا خدایی سالمه خودم مصرف کننده هستم شرکت کار میکنم ماشین بیشتر موقع ها پارکینگ کارکردشم  واقعا اگه کسی ماشین شناس باشه می‌فهمه ماشین چقدر سالمه. دلال محترم لطفا تماس نگیره قسمت",passenger_car,1.5 لیتر,4 سیلندر M15,13 ثانیه,"280,000,000"
ب ام و، X4,2016,"84,000 km",اتوماتیک,7.4 لیتر در صد کیلومتر,سفید,موکا,بدون رنگ,"فول ۶رادار 
بدون خط و خش و نقطه
به شرط کارشناسی فنی و بدنه
فوق العاده تمیز و سالم",crossover,2 لیتر,4 سیلندر توربوشارژ (N20B20),6.4 ثانیه,"8,650,000,000"
زامیاد، وانت نیسان,1396,"300,000 km",دنده ای,13.8 لیتر در صد کیلومتر,آبی,خاکستری,یک درب رنگ," یخچالدار  
موتوری سالم
رینگ و لاستیک جلو تیوبلکس نو
یخچال نو بالا صفری
بیمه ۷ماه",pickup,2.4 لیتر,4 سیلندر دوگانه سوز,21 ثانیه,"615,000,000"
دانگ فنگ، H30 کراس,1396,"120,000 km",اتوماتیک,7.7 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,فنی فوق العاده ، رویت عالی ، صندلی های چرم ، گیربکس کاملا سالم. صبح ها سربازی هستم ظهر به بعد در خدمتتون هستم.,hatchback,1.6 لیتر,4 سیلندر TU5,12.5 ثانیه,"598,000,000"
تویوتا، پرادو  چهار در,2012,"240,000 km",اتوماتیک,,مشکی,مشکی,دو لکه رنگ,,suv,,,,"7,200,000,000"
پراید، 131,1393,"230,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,خاکستری,صافکاری بدون رنگ,"باطری نو 
کولر عالی 
دزدگیر مجیکار 
",passenger_car,1.3 لیتر,4 سیلندر یورو4 بهینه (M13),13.4 ثانیه,"225,000,000"
کیا، سراتو,2010,کارکرده,اتوماتیک,7.9 لیتر در صد کیلومتر,مشکی,نوک مدادی,دو لکه رنگ,خودرو بسیار سالم بدون ضعف بدون خط و خش موتور گیربکس پلمپ دارای لوازم اضافی میباشد,passenger_car,2 لیتر,4 سیلندر,10.5 ثانیه,"1,150,000,000"
پژو، 206,1396,"136,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,خاکستری,بدون رنگ,,hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"479,000,000"
فردا، SX5,1402,"9,500 km",اتوماتیک,7.3 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"ماشین برای ماه ۹ سال ۱۴۰۲ است
دارای سرامیک بدنه و داخل کابین می باشد",crossover,1.6 لیتر,4 سیلندر یورو 5 (4A92),15.5 ثانیه,"1,250,000,000"
تویوتا، لندکروز چهار در,2005,"335,000 km",دنده ای,,سفید,کرم,دو لکه رنگ,با سلام ماشین با تجهیزات افرود و وسایل فابریک هم موجوده هست البته افرود نرفته بسیار تمیز فنی سالم درجه یک داخل کابین بدون صدا به شرط کارشناسی فنی,suv,,,,"5,700,000,000"
کیا، سراتو (مونتاژ),1395,"134,000 km",اتوماتیک,7.9 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"فنی بسیار سالم و درجه یک
سرویس روغن موتور و گیربکس تازه انجام شده
جلوبندی تازه تعمیر و سرویس شده
لاستیکها خارجی،حدود ۷۰ درصد
سیستم صوتی مارک vigo
دوربین عقب،روکش صندلی،دور فرمون
بدنه ماشین کاملا تمیز
تنها قسمت رنگ شدگی کلاف بالای درب ماشین سمت راننده که بعلت افتادن سنگ نمای ساختمان بوده که در عکس مشخص کردم که در قیمت لحاظ کردم
ماشین خونگی هست و بیشتر اوقات در پارکینگ منزل میباشد
ماشین خرجی نداره و مناسب خانواده
تخفیف جزیی پای معامله‌ در خدمتتون هستم..",passenger_car,2.0 لیتر,4 سیلندر,10.5 ثانیه,"1,290,000,000"
پژو، 206 SD,1390,"210,000 km",دنده ای,7.4 لیتر در صد کیلومتر,خاکستری,مشکی,بدون رنگ,"بیمه و معاینه تا اخر سال
مصرفی ها تعویض
کم کارکرد
بدنه تمیز
ادوات سالم
موتور تیپ ۵
تهویه تیپ ۲",passenger_car,1.6 لیتر,4 سیلندر دوگانه سوز TU5JP4G,12.2 ثانیه,"385,000,000"
فونیکس، آریزو 6 پرو,1401,"33,000 km",اتوماتیک,6.9 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,"خودرو قابل بازدید
قابل کارشناسی
کاملا سالم
جهت کسب اطلاعات بیشتر تماس بگیرید
کارشناس: خانم شریفی",passenger_car,1.5 لیتر,4 سیلندر توربوشارژ (4T15C),10.5 ثانیه,"1,380,000,000"
سمند، LX,1400,"112,000 km",دنده ای,7.5 لیتر در صد کیلومتر,سفید,بژ,بدون رنگ,"شیشه دودی
روکش صندلی درجه یک
بیمه ۹ماه
بیمه بدنه ۹ماه
فروش نقدی",passenger_car,1.7 لیتر,4 سیلندر EF7,12 ثانیه,"510,000,000"
دیگنیتی، پرستیژ,1402,"11,000 km",اتوماتیک,8.3 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,نقدی و اقساط  ✔️اتو مدیران✔️ انتخابی مطمئن،فردایی بهتر☑️  سند و مدارک آماده  کارشناسی رایگان قبل از تحویل  تحویل فوری  خودرو بر رایگان  معاوضه با خودرو  ,crossover,2.0 لیتر,4 سیلندر توربوشارژ,10.5 ثانیه,"2,200,000,000"
رنو، تندر 90,1387,کارکرده,دنده ای,6.9 لیتر در صد کیلومتر,خاکستری,نقره ای,گلگیر رنگ,"تخفیف پای معامله داده میشه.
فروش فوری",passenger_car,1.6 لیتر,4 سیلندر,10.2 ثانیه,"320,000,000"
ب ام و، سری 3 سدان,2014,"70,000 km",اتوماتیک,6 لیتر در صد کیلومتر,آبی,قرمز,بدون رنگ,فروشنده هستم به بالاترین پیشنهاد M پکیج کارخانه مشابه صفر (ماشین سوم زیاد سوار نشدم),passenger_car,2 لیتر,4 سیلندر توربوشارژ,7.3 ثانیه,"4,500,000,000"
کوییک، دنده ای R,1402,"6,000 km",دنده ای,7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,دارای استاندارد ۸۵ گانه ،و مانیتور کارخانه,hatchback,1.5 لیتر,4 سیلندر M15 یورو4,13 ثانیه,"410,000,000"
تیبا، هاچ بک,1395,"165,000 km",دنده ای,6.9 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,"فنی موتور سالم
آینه ها برقی 
شیشه ها برقی
شیشه ها دودی 
روکش چرم با کیفیت
کفی سه بعدی
۴ عدد لاستیک نو
باتری نو
دزدگیر
معاینه فنی تا اردیبهشت ۱۴۰۴ داره
بیمه تا ۶ ماه دیگه داره
مصرفی ها به موقع تعویض شده
 فقط چند مورد خط و خش جزیی داره ( طبق گزارش کارشناسی )
شاسی جلو کاملا سالم
شاسی عقب ضربه خورده ولی نه تعویض شده 
جلو کاپوت اندازه کف دست قرشدگی داره
ماشین بسیار خوبیه برای مصرف کننده
یا علی",hatchback,1.5 لیتر,4 سیلندر M15,13 ثانیه,"265,000,000"
